Guid,Id,TitleName,MarketplaceUrl
66acd000-77fe-1000-9115-d802584113c6,1480659910,DuckTales: Remastered,https://marketplace.xbox.com/en-US/Product/DuckTales-Remastered/66acd000-77fe-1000-9115-d802584113c6
